title,published_weekday,published_time_of_day,duration_seconds,views,likes,views_per_day,likes_per_day,tags_clean,is_outlier
"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",Thursday,Morning,1628,23282,740,15.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst salary', 'how much does a data analyst make', 'salary for data analyst', 'salary for data scientist', 'data science salary', 'data scientist salary']",0
Intermediate SQL Tutorial | Partition By,Tuesday,Morning,254,308014,6892,186.0,5.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'partition by', 'partition by sql', 'sql partitions', 'sql partition by', 'partitions sql']",0
Data Analyst Q/A LIVE #5 | AMA,Saturday,Afternoon,5371,4903,131,3.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst ama', 'data analyst q/a', 'questions for data analyst', 'questions for data analysis', 'data analyst job', 'data analyst position', 'data analyst day in the life', 'data science', 'data scientist', 'data analyst projects']",0
Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,Wednesday,Morning,1603,24871,883,15.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'realistic jobs on linkedin', 'data analyst jobs', 'data analyst career', 'data analyst jobs on linkedin', 'data science jobs', 'data scientist jobs', 'data analytics jobs']",0
Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,Thursday,Morning,1329,14665,571,9.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'bad jobs on linkedin', 'data analyst jobs on linkedin', 'unrealistic jobs on linkedin', '5 years experience for entry level job', 'crazy jobs on linkedin']",0
Top 3 Tips on Using LinkedIn to Land a Job,Tuesday,Morning,410,346026,12180,207.0,8.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'linkedin for jobs', 'how to use linkedin to find a job', 'linkedin for data analysts', 'best way to use linkedin to land a job', 'finding a job through linkedin', 'how to use linkedin to land a job', 'linkedin for job seekers', 'linkedin for job hunting', 'best way to use linkedin to find a job', 'finding a job on linkedin', 'using linkedin to land a job', 'data science jobs', 'data analyst jobs']",0
Solving LeetCode SQL Interview Questions | Part 1/3,Tuesday,Morning,1633,27518,701,17.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'leetcode', 'leetcode for data analysts', 'leetcode for data analyst', 'leetcode for data scientist', 'leetcode for data science', 'leetcode for interviews', 'leetcode for interview questions', 'leetcode for interview prep', 'sql leetcode', 'leetcode for sql', 'database leetcode questions', 'sql leetcode questions', 'sql leetcode problems', 'solving leetcode problems', 'solving leetcode questions sql']",0
What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,Thursday,Morning,3236,13939,396,9.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'analytics consulting', 'john ariansen', 'how to get an analytics job', 'free lance analytics', 'freelance data analytics', 'freelance consulting', 'data analytics consulting', 'running an analytics company', 'starting an analytics company']",0
Data Analyst Skills Path | What Skills You NEED to Know,Tuesday,Morning,286,77952,3607,47.0,3.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst skills path', 'data analyst skills', 'top data analyst skills', 'best data analyst skills', 'skills needed to become an analyst', 'skills to become a data analyst', 'skills needed to become a data analyst', 'top skills for an analyst', 'data analyst skillset', 'most important data analyst skills']",0
Data Analyst Q&A LIVE #4,Friday,Morning,4151,3559,104,3.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics']",0
Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,Tuesday,Afternoon,1775,14502,565,9.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'alex the analyst wife', 'wife of alex the analyst', 'relationships in tech', 'data analyst work life balance', 'data analyst stress level', 'can data analysts get married']",0
Data Analyst Bootcamps | Are They Worth It?,Wednesday,Morning,346,35247,581,20.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst bootcamps', 'bootcamps for data analysts', 'data science bootcamps', 'are bootcamps worth it', 'should i do a bootcamp', 'should i do a data analyst bootcamp']",0
Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,Tuesday,Morning,1997,180152,6204,106.0,4.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'certifications', 'data analyst certification', 'alex the analyst', 'certifications for data analysts', 'data science certifications', 'certifications for data scientists', 'microsoft certification', 'tableau certification', 'aws certification', 'azure certification', 'coursera certification', 'data scientist certification', 'udemy certification', 'tableau certifications', 'data analyst certifications']",0
Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,Thursday,Morning,1762,4853,180,3.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'working at a startup', 'data analyst at startup', 'data analyst fortune 500', 'startup vs big company', 'startup vs fortune 500 company', 'small vs big company', 'working at a small vs big company', 'working at a fortune 500 company']",0
Top 10 Coursera Courses for Data Analysts,Tuesday,Morning,633,115119,4899,68.0,3.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'coursera', 'coursera courses', 'coursera courses for data analysts', 'coursera courses for data scientists', 'coursera courses for data analysis', 'coursera courses for data science', 'best data analyst courses', 'best data science courses', 'best online courses for data analysts', 'best online courses for data scientists', 'data analyst coursera', 'data scientist coursera', 'coursera for data science']",0
Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,Thursday,Morning,1556,7610,373,5.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'imposter syndrome', 'imposter syndrome in tech', 'feeling like an imposter at work', 'data analyst imposter syndrome', 'data science imposter syndrome', 'data scientist imposter syndrome']",0
Data Analyst Expectations vs Reality,Tuesday,Morning,236,75974,2796,45.0,2.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'expectation vs reality', 'expectation vs reality data analyst', 'data analyst reality', 'data analyst expectations', 'data analyst expectation vs reality', 'data scientist expectation vs reality', 'data scientist reality', 'data analyst expectations vs reality', 'data scientist expectations vs reality']",0
Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,Thursday,Morning,1566,7378,254,5.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'covid', 'data analyst job market', 'data analyst covid', 'data analyst coronavirus', 'how covid affects tech', 'covid and the job market', 'job market for data analysts']",0
Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,Thursday,Morning,1680,45859,1523,27.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'boot camp', 'data analyst boot camp', 'data analyst bootcamp', 'bootcamp vs degree', 'self taught vs boot camp', 'self taught data analyst', 'self taught vs degree', 'degree for data analyst', 'degrees for data analyst', 'should data analysts do bootcamps', 'best degree for data analyst', 'self taught vs boot camp vs degree', 'self taught vs bootcamp vs college']",0
Top 5 Reasons You'll Be a Good Data Analyst,Tuesday,Morning,224,14878,618,9.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', ""reason you'll be a good data analyst"", 'will i be a good data analyst', 'should i become a data analyst', 'should i be an analyst', 'reasons you should become an analyst', 'reasons you should become a data analyst', 'reasons i should become a data analyst', 'reason to become an analyst', 'reason to become a data analyst', 'is data analtyics for me', 'is data analytics right for me']",0
How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,Thursday,Morning,2454,418276,12167,241.0,7.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'switching careers to become a data analyst', 'how i became a data analyst', 'switch careers to data analyst', 'how to become data analyst from different job', 'entry level data analyst', 'career change to data analyst', 'how to switch careers to become a data analyst', 'changing careers to data analyst', 'data analyst career change', 'becoming a data analyst']",0
Top 5 Reasons Data Analytics is a Good Career Choice,Tuesday,Morning,173,44766,1315,26.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst career', 'data analytics career', 'reason why data analytics is a good career choice', 'is data analyst a good career', 'is data analytics for me', 'is data analytics a good career', 'data analytics job', 'reasons why data analyst is a good career', 'data analyst is a good career', 'is being a data analyst a good career', 'is data analyst right for me', 'is data analyst a good job']",0
The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,Thursday,Morning,1624,22305,707,13.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'hiring process', 'hiring process from interviewers perspective', 'the complete hiring process', 'what is the hiring process', 'interviewer', 'interviewing']",0
Top 5 Reasons Not to Lie on Your Resume,Tuesday,Morning,237,12528,211,8.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'lying on your resume', 'reasons to lie on a resume', 'reasons not to lie on a resume', 'reasons to lie on my resume', 'should i lie on my resume', 'should i lie on a resume', 'data analyst jobs', 'data analyst resume', 'resumes for data analysts', 'lie on resume']",0
Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,Thursday,Morning,522,131631,4651,75.0,3.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst career path', 'career path', 'data science career path', 'path to be come data analyst', 'path to become a data analyst', 'career path for data analyst', 'data analyst project', 'data analyst projects', 'data analyst skills']",0
What Does a Data Analyst Actually Do?,Wednesday,Morning,258,1046811,20148,587.0,12.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'what does a data analyst do', 'what do data analysts actually do', 'what do data analysts do', 'what does a data analyst actually do', 'data analyst job description', 'data analyst skills', 'data analyst qualifications', 'data analyst salary', 'data analyst overview', 'what a data analyst does', 'data analyst cleaning data', 'data analyst visualization']",0
Data Analyst Question and Answer | Answering Your YouTube Questions,Wednesday,Morning,349,4947,179,3.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst questions', 'data analyst coaching', 'data analyst q and a', 'data analyst q&a', 'data analyst question and answer']",0
Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,Wednesday,Morning,402,55438,1390,31.0,1.0,"['data analyst', 'how to become a data analyst', 'twitterscraper', 'scraping data from websites using python', 'web scraping python', 'scraping data off twitter', 'twitter python', 'python project for data analysts', 'web scraping python', 'data analyst web scraping', 'data analyst nlp', 'web scraping for data analysts', 'how to scrape data from twitter using python', 'how to scrape data from twitter', 'twitterscraper', 'twitterscraper python', 'twitterscraper tutorial', 'data analyst data visualization']",0
Data Analyst vs Business Analyst | Which Is Right For You?,Friday,Morning,280,792096,19867,438.0,11.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst job description', 'data analyst salary', 'data analyst skills', 'data analyst for freshers', 'business analyst job description', 'business analyst', 'business analyst salary', 'business analyst career', 'business analyst vs data analyst', 'data analyst vs business analyst', 'business analyst for beginners', 'business analyst qualifications']",0
Best Free Online Courses for Data Analysts,Tuesday,Morning,299,58084,2758,32.0,2.0,"['data analyst', 'data analytics', 'data analyst with no experience', 'data analyst courses', 'courses for data analysts', 'best data analyst courses', 'best courses for data analysts', 'data science courses', 'courses for data scientists', 'python courses for data analysts', 'sql courses for data analysts', 'udemy courses for data analysts', 'best online courses for data analysts', 'free data analyst courses', 'best data analyst courses', 'best free data analyst courses', 'courses for data analysts']",0
Best Online Courses for Data Analysts,Wednesday,Morning,525,188341,9579,104.0,6.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst courses', 'courses for data analysts', 'best data analyst courses', 'best courses for data analysts', 'data science courses', 'courses for data scientists', 'python courses for data analysts', 'sql courses for data analysts', 'udemy courses for data analysts', 'coursera courses for data analysts', 'best online courses for data analysts']",0
Data Scientist vs Data Analyst | Which Is Right For You?,Wednesday,Morning,467,796466,24395,435.0,14.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data scientist', 'data scientist vs data analyst', 'data analyst vs data scientist', 'data scientist job', 'data scientist salary', 'data scientist job description', 'data analyst job description', 'data analyst salary', 'data analyst skills', 'data scientist career', 'data scientist or data analyst', 'data analyst or data scientist', 'data analyst for freshers', 'data scientist for freshers']",0
Data Analyst Q&A LIVE,Sunday,Morning,3105,12047,271,7.0,1.0,"['data analyst', 'data analyst q&a', 'data analyst questions', 'data analyst questions and answers', 'data analyst live', 'data analyst live interview', 'data analyst interview', 'data analyst covid', 'data analyst internship', 'data analyst coronavirus', 'data analyst job', 'data analyst career', 'data analyst for beginners']",0
Data Analyst Interview Questions | What To Say vs What NOT To Say,Wednesday,Morning,469,78843,1879,43.0,2.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst interview', 'data analyst interview questions and answers', 'data analyst interview questions', 'data analyst interview questions for freshies', 'data analyst interview questions for beginners', 'data analyst interview questions for beginners', 'data analyst phone interview', 'data analyst in person interview']",0
SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,Wednesday,Morning,482,135206,3446,73.0,2.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'sql interview questions', 'sql for data analysts', 'sql technical questions', 'sql technical interview questions', 'sql interview questions and answers', 'sql', 'sql questions and answers', 'sql interview questions', 'sql questions for data analyst', 'sql questions for data analysts', 'sql questions and answers for data analysts', 'sql interview', 'sql interview data analyst']",0
Data Analyst Interview Questions | Phone + In-Person Interview Questions,Wednesday,Morning,464,86370,1695,47.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst interview', 'data analyst interview questions and answers', 'data analyst interview questions', 'data analyst interview questions for beginners', 'data analyst interview questions for beginners', 'data analyst phone interview', 'data analyst in person interview', 'data analyst interview questions for freshers']",0
Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),Thursday,Morning,415,15455,520,9.0,1.0,"['day in the life', 'a day in the life', 'day in the life of a data analyst', 'a day in the life of a data analyst', 'what do data analysts do', 'data analyst', 'fortune 500 data analyst', 'what do data analysts do on a daily basis', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'quarantine edition', 'data analyst quarantine', 'quarantine', 'working from home', 'data analyst quarantine', 'working from home data analyst', 'data analyst work life balance']",0
Intermediate SQL Tutorial | Having Clause,Thursday,Afternoon,211,193467,4924,103.0,3.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'sql having', 'sql having statement', 'sql having clause', 'having sql', 'having tutorial', 'sql having tutorial', 'having tutorial sql', 'having in sql', 'how to use having in sql', 'how to use having clause in sql', 'intermediate sql', 'intermediate sql tutorial']",0
Intermediate SQL Tutorial | Case Statement | Use Cases,Thursday,Morning,446,316020,7564,167.0,4.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'sql case statement', 'case statement sql', 'case statement in sql', 'how to use a case statement in sql', 'how to use a case statement', 'case statement', 'case statement for sql', 'case statement tutorial', 'tutorial for case statement', 'intermediate sql', 'intermediate sql tutorial']",0
Intermediate SQL Tutorial | Unions | Union Operator,Thursday,Afternoon,325,275124,5251,145.0,3.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'sql union', 'how to use a union', 'how to use a union in sql', 'union in sql', 'union sql', 'intermediate sql', 'intermediate sql tutorial']",0
Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,Thursday,Morning,953,567672,9420,297.0,5.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'sql tutorial', 'intermediate sql turorial', 'sql join', 'sql joins tutorial', 'sql join tutorial', 'how to do joins in sql', 'intermediate sql', 'sql for data analyst', 'sql for data analysts', 'advanced sql', 'sql for programmers']",0
Day in the Life of a Data Analyst | Fortune 500 Edition,Wednesday,Morning,260,126595,2584,66.0,2.0,"['day in the life', 'a day in the life', 'day in the life of a data analyst', 'a day in the life of a data analyst', 'a day in the life of a fortune 500 data analyst', 'what do data analysts do', 'data analyst', 'data analyst job', 'data analyst career', 'fortune 500 data analyst', 'what do data analysts do on a daily basis', 'data analyst job description', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'a day in the life of a data analyst']",0
SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,Tuesday,Morning,489,341361,8339,177.0,5.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analytics', 'sql basics', 'basics of sql', 'sql for beginners', 'sql basics for beginners', 'sql for data analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'sql server management studio', 'sql server management studio tutorial', 'sql group by', 'sql order by', 'sql group by tutorial', 'sql order by tutorial']",0
SQL Basics Tutorial For Beginners | Where Statement | 3/4,Monday,Morning,478,359693,6213,186.0,4.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analytics', 'sql basics', 'basics of sql', 'sql for beginners', 'sql basics for beginners', 'sql for data analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'sql server management studio', 'sql server management studio tutorial', 'sql where statement', 'sql where statement tutorial', 'sql where']",0
SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,Sunday,Afternoon,374,524873,7512,272.0,4.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analytics', 'sql basics', 'basics of sql', 'sql for beginners', 'sql basics for beginners', 'sql for data analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'sql server management studio', 'sql server management studio tutorial', 'sql select statement', 'sql from statement', 'sql select statement tutorial', 'sql from statement tutorial']",0
Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,Monday,Morning,1070,27120,553,14.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst resume', 'complete guide to creating a data analyst resume', 'data analyst resume tips', 'data analyst resume templates', 'data analyst resume examples', 'data analyst resume guide', 'creating a resume', 'resume for data analyst', 'resume for data analysts', 'resume to become data analyst', 'resume for data analytics', 'resume']",0
Data Analyst Salary in 2020,Wednesday,Morning,224,8297,159,5.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst salary', 'data analyst salary with no experience', 'data analyst salary 2020', 'data analyst salary in 2020', 'data analyst salary with no degree', 'salary for data analyst', 'salary for data analyst in 2020', 'data analyst salary america', 'data analyst salary usa', 'data analyst salary in usa']",0
Switching Careers to Become a Data Analyst | How I Made the Switch,Tuesday,Morning,251,50715,1815,26.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'switching careers to become a data analyst', 'becoming a data analyst with no experience', 'how i became a data analyst', 'switch careers to data analyst', 'data analyst from different career', 'how to become data analyst from different job', 'entry level data analyst', 'junior data analyst jobs', 'career change to data analyst']",0
Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,Thursday,Morning,678,126298,3601,65.0,2.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst resume', 'complete guide to creating a data analyst resume', 'data analyst resume tips', 'data analyst resume templates', 'data analyst resume examples', 'data analyst resume guide', 'creating a resume', 'resume for data analyst', 'resume for data analysts', 'resume to become data analyst', 'resume for data analytics', 'resume']",0
Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,Thursday,Morning,453,81354,1763,42.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst with no experience', 'data analyst with no degree', 'data analyst resume', 'my data analyst resume', 'fortune 500 data analyst resume', 'resume', 'business analyst resume', 'data science resume', 'data analyst for beginners', 'data analyst for beginners resume']",0
Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,Saturday,Morning,350,15996,428,9.0,1.0,"['data analyst', 'how to become a data analyst', 'big vs small', 'large vs small', 'big vs small company', 'working at a big company vs small company', 'working at a big company', 'working at a small company', 'data science', 'data scientist', 'business analyst', 'big company salary', 'small company salary', 'corporate at big company', 'corporate at small company', 'coworkers at small company', 'coworkers at big company']",0
Data Analyst Salary | 100k with No Experience,Wednesday,Evening,303,66275,2239,34.0,2.0,"['data analyst salary', 'data analyst with no experience', 'how to become a data analyst', 'data analyst', 'data analyst fortune 500', 'data analyst how to', 'data analyst beginner', 'data analyst salary | 100k with no experience', '100k with no experience', 'data science', 'data scientist', 'business analyst', 'data analyst salary with no experience', 'data analyst salary with no degree']",0
Truth About Big Companies | Told by a Fortune 500 Data Analyst,Monday,Evening,345,9743,346,5.0,1.0,"['working at a big company', 'big company data analyst', 'data analyst', 'data analyst at big company', 'become a data analyst', 'data analyst with no experience', 'how to learn to become a data analyst']",0
Top 3 Data Analyst Skills in 2020,Friday,Morning,160,31052,1467,16.0,1.0,"['top skills for data analyst', 'top 3 skills for data analyst', 'how to become a data analyst', 'data analyst', 'data analyst skills', 'top data analyst skills', 'data analyst skills for beginner', 'skills to become data analyst']",0
