title,published_weekday,published_weekday,published_time_of_day,duration_seconds,views,likes,views_per_day,likes_per_day,tags_clean,is_outlier
What is No Code Analytics? | Alex The Analyst Show | Episode 10,Thursday,Thursday,Morning,1355,3925,122,3.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'No Code Analytics', 'Alex The Analyst', 'what is no code analytics', 'Bubble', 'No code analytics for data analyst', 'No code', 'No code platform', 'Should I learn no code analytics']",0
Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,Tuesday,Tuesday,Morning,748,28349,963,19.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'reaction video', 'reacting to ken jee video', 'data analyst to data scientist', 'going from data analyst to data scientist', 'how to become a data scientist', 'ken jee', 'ken jee video', 'data science', 'vlog', 'data scientist', 'data science 2020', 'how to go from data analyst to data scientist', 'data analyst', 'data science career', 'data analyst vs data scientist', 'data science career path', 'data analyst jobs']",0
Laptops for Data Analysts |  Specifications + Recommendations,Tuesday,Tuesday,Morning,930,202431,4270,132.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst laptop', 'data science laptop', 'data analysis laptop', 'data scientist laptop', 'laptop for data analyst', 'laptop for data analysts', 'laptop for data scientists', 'laptops for data analysis', 'laptops for data science', 'best laptops for data analysis', 'best laptops for data analysts', 'best laptops for data science', 'best laptops for data scientists', 'best laptop', 'laptops for python']",0
Best Machine Learning Courses on Coursera,Tuesday,Tuesday,Morning,399,63200,1861,41.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'machine learning', 'coursera machine learning', 'machine learning coursera', 'machine learning courses', 'best machine learning courses', 'best machine learning courses on coursera', 'coursera best machine learning courses', 'coursera best machine learning', 'best ml courses', 'ml courses']",0
Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,Thursday,Thursday,Morning,1687,16485,482,11.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Will Data Analysts', 'will data analysts be automated', 'data analyst automation', 'automation in data analysis', 'automation of data analysts', 'data analysis automation', 'will data analysis be automated']",0
Advanced SQL Tutorial | Stored Procedures + Use Cases,Tuesday,Tuesday,Morning,375,493101,8378,318.0,6.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'stored procedures', 'sql stored procedures', 'stored procedures sql', 'how to use a stored procedure', 'what is a stored procedure', 'stored proc sql', 'stored proc', 'sql stored proc']",0
Google Data Analytics Professional Certificate | It's Finally Here!,Friday,Friday,Morning,874,370944,11208,238.0,8.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",0
Google Data Analytics Certificate | Coming Out Soon!,Thursday,Thursday,Morning,464,51809,2357,34.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",0
Reviewing Your Data Analyst Resumes | Part 2,Tuesday,Tuesday,Morning,2436,24995,586,16.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'How to become a data analyst', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes', 'resume', 'resume for data analyst']",0
Best Course to Learn Statistics for Data Analysis,Thursday,Thursday,Morning,372,126924,3079,81.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'statistics course', 'data analysis statistics', 'do I need to know statistics', 'statistics for data science', 'statistics for data analysis', 'statistics', 'statistics for data analytics', 'statistics course for data', 'best statistics course']",0
DataQuest Review | Is it Worth it?,Tuesday,Tuesday,Morning,1040,25639,431,17.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'dataquest', 'dataquest review', 'dataquest vs datacamp', 'data quest 2021', 'dataquest 2020', 'dataquest review 2020', 'dataquest review 2021', 'dataquest for free', 'dataquest for python', 'dataquest for data analysis']",0
R vs Python | Which is Better for Data Analysis?,Tuesday,Tuesday,Morning,711,238940,5239,151.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'r vs python', 'python vs r', 'r for data analysis', 'r for data science', 'python for data analysis', 'python for data science']",0
Advanced SQL Tutorial | Temp Tables,Tuesday,Tuesday,Morning,619,273356,5881,172.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'temp tables', 'temp tables sql', 'temporary tables sql', 'sql temp', 'sql temp tables', 'how to use temp tables', 'how to use temp tables in sql']",0
IBM Data Analyst Certificate Study Session,Saturday,Saturday,Morning,4910,5313,173,4.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst certificate', 'coursera ibm data analyst', 'coursera']",0
IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,Tuesday,Tuesday,Morning,446,134638,3299,84.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst', 'icm data analyst coursera', 'ibm data analyst certificate', 'ibm data analyst professional certificate', 'ibm certificate', 'ibm data science', 'ibm data science professional certificate', 'ibm data science certificate', 'coursera courses', 'is the ibm data analyst certificate worth it', 'ibm data analyst certificate review', 'ibm data science certificate review', 'ibm data analyst review']",0
DataCamp Review | Is it Worth it?,Thursday,Thursday,Morning,975,207381,4214,129.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Datacamp', 'Datacamp review', 'is data camp worth it', 'datacamp for r', 'datacamp for python', 'datacamp for sql', 'datacamp for data analysts', 'data camp for data scientists', 'datacamp for data scientists', 'datacamp for beginners', 'datacamp python for beginners']",0
Best Python Course for Data Analysts,Tuesday,Tuesday,Morning,518,56276,1386,35.0,1.0,"['Data Analyst', 'Data Analytics', 'Alex The Analyst', 'Best Python Course for Data Analysts', 'best python course', 'best data analyst course', 'best data science course', 'best data analyst courses', 'best data science courses', 'best courses for data analysts', 'best courses for data scientists', 'courses for python', 'Udemy courses for data science', 'udemy courses for data analysts', 'python course on pandas', 'python course on numpy', 'python course on machine learning', 'Python course']",0
Top 5 Data Analyst Skills,Tuesday,Tuesday,Morning,351,34924,1405,22.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'alex the analyst', 'best data analyst skills', 'top data analyst skills', 'data analyst skills', 'top 5 data analyst skills', 'skill for data analysts', 'skills for data analysts', 'data analyst skill set', 'data analyst skills in 2021', 'best data analyst skills in 2021', 'data analyst skills required', 'data analyst skills needed', 'skills needed to become a data analyst', 'skills to become data analyst']",0
2020 Year End Review + Upcoming Giveaway Details,Thursday,Thursday,Morning,217,1584,140,1.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex the analyst', 'year end review', '2020 year end review', 'Alex The Analyst Giveaway']",0
Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,Thursday,Thursday,Morning,3086,42244,1208,26.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes']",0
Solving Medium Level SQL LeetCode Questions | Part 2/3,Tuesday,Tuesday,Morning,1286,12087,251,8.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Leetcode for data analysts', 'Leetcode for data analyst', 'Leetcode for Data Scientist', 'LeetCode for Data Science', 'Leetcode for interviews', 'Leetcode for interview prep', 'SQL Leetcode', 'Leetcode for SQL', 'Database leetcode questions', 'SQL Leetcode questions', 'SQL Leetcode problems', 'Solving Leetcode problems', 'Solving leetcode questions sql', 'leetcode medium', 'medium level leetcode']",0
Top 10 Udemy Courses for Data Analysts,Thursday,Thursday,Morning,657,195103,5189,115.0,4.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Udemy Courses', 'Udemy courses for data analyst', 'Udemy courses for Data Scientist', 'Udemy courses for data', 'Data analyst courses', 'Data scientist courses', 'Udemy courses for SQL', 'Udemy courses for excel', 'Udemy courses for free', 'Udemy courses for data analysis', 'Udemy courses for Python']",0
Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,Thursday,Thursday,Morning,1600,47419,1554,29.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'entry level vs senior level', 'entry level data analyst vs mid level data analyst', 'entry vs mid level', 'entry level data analyst', 'entry vs mid vs senior level', 'entry vs mid vs senior level data analyst', 'mid level data analyst', 'senior level data analyst', 'junior vs mid vs senior analyst', 'junior vs mid vs senior level data analyst', 'levels of being a data analyst']",0
Data Engineer vs Data Analyst | Which Is Right For You?,Tuesday,Tuesday,Morning,399,87050,2828,53.0,2.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data engineer', 'data engineer job description', 'data engineer salary', 'data engineer skills', 'data engineer vs data analyst', 'data analyst vs data engineer', 'data analyst salary', 'data analyst job description', 'data analyst skills', 'data engineer vs', 'data analyst vs']",0
How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,Thursday,Thursday,Morning,1571,3121,97,2.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'how to find out your coworkers salary', 'coworkers salary', 'why you should tell your coworkers your salary', 'find out coworkers salary', 'how much do your peers make', 'peers salary']",0
Advanced SQL Tutorial | CTE (Common Table Expression),Tuesday,Tuesday,Morning,224,398388,6238,242.0,4.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'SQL Tutorial', 'Advanced SQL Tutorial', 'CTE SQL', 'CTE SQL Server', 'CTE Tutorial', 'How to use a CTE', 'How to use a CTE in SQL', 'CTE in SQL', 'What is a CTE']",0
"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",Thursday,Thursday,Morning,1628,23282,740,15.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Salary', 'How much does a data analyst make', 'Salary for data analyst', 'Salary for data scientist', 'data science salary', 'data scientist salary']",0
Intermediate SQL Tutorial | Partition By,Tuesday,Tuesday,Morning,254,308014,6892,186.0,5.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Partition by', 'Partition by sql', 'SQL Partitions', 'SQL Partition by', 'Partitions sql']",0
Data Analyst Q/A LIVE #5 | AMA,Saturday,Saturday,Afternoon,5371,4903,131,3.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst ama', 'data analyst q/a', 'questions for data analyst', 'questions for data analysis', 'data analyst job', 'data analyst position', 'data analyst day in the life', 'data science', 'data scientist', 'data analyst projects']",0
Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,Wednesday,Wednesday,Morning,1603,24871,883,15.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'realistic jobs on linkedin', 'data analyst jobs', 'data analyst career', 'data analyst jobs on linkedin', 'data science jobs', 'data scientist jobs', 'data analytics jobs']",0
Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,Thursday,Thursday,Morning,1329,14665,571,9.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'bad jobs on linkedin', 'data analyst jobs on linkedin', 'Unrealistic jobs on linkedin', '5 years experience for entry level job', 'Crazy jobs on linkedin']",0
Top 3 Tips on Using LinkedIn to Land a Job,Tuesday,Tuesday,Morning,410,346026,12180,207.0,8.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Linkedin for jobs', 'How to use linkedin to find a job', 'Linkedin for data analysts', 'best way to use linkedin to land a job', 'Finding a job through linkedin', 'how to use linkedin to land a job', 'Linkedin for job seekers', 'Linkedin for job hunting', 'best way to use linkedin to find a job', 'finding a job on linkedin', 'using linkedin to land a job', 'data science jobs', 'data analyst jobs']",0
Solving LeetCode SQL Interview Questions | Part 1/3,Tuesday,Tuesday,Morning,1633,27518,701,17.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Leetcode', 'Leetcode for data analysts', 'Leetcode for data analyst', 'Leetcode for Data Scientist', 'LeetCode for Data Science', 'Leetcode for interviews', 'Leetcode for interview questions', 'Leetcode for interview prep', 'SQL Leetcode', 'Leetcode for SQL', 'Database leetcode questions', 'SQL Leetcode questions', 'SQL Leetcode problems', 'Solving Leetcode problems', 'Solving leetcode questions sql']",0
What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,Thursday,Thursday,Morning,3236,13939,396,9.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Analytics Consulting', 'John Ariansen', 'How to get an analytics job', 'Free Lance Analytics', 'Freelance data Analytics', 'Freelance consulting', 'Data Analytics Consulting', 'Running an analytics company', 'Starting an Analytics Company']",0
Data Analyst Skills Path | What Skills You NEED to Know,Tuesday,Tuesday,Morning,286,77952,3607,47.0,3.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Skills Path', 'Data Analyst Skills', 'Top Data Analyst Skills', 'Best Data Analyst Skills', 'Skills needed to become an analyst', 'Skills to become a data analyst', 'Skills needed to become a data analyst', 'top skills for an analyst', 'Data Analyst Skillset', 'Most important data analyst skills']",0
Data Analyst Q&A LIVE #4,Friday,Friday,Morning,4151,3559,104,3.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics']",0
Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,Tuesday,Tuesday,Afternoon,1775,14502,565,9.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Alex the analyst wife', 'Wife of alex the analyst', 'relationships in tech', 'data analyst work life balance', 'data analyst stress level', 'can data analysts get married']",0
Data Analyst Bootcamps | Are They Worth It?,Wednesday,Wednesday,Morning,346,35247,581,20.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst bootcamps', 'bootcamps for data analysts', 'Data science bootcamps', 'Are bootcamps worth it', 'Should I do a bootcamp', 'Should I do a data analyst bootcamp']",0
Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,Tuesday,Tuesday,Morning,1997,180152,6204,106.0,4.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Certifications', 'Data Analyst Certification', 'Alex The Analyst', 'Certifications for data analysts', 'Data Science Certifications', 'Certifications for Data Scientists', 'Microsoft Certification', 'Tableau Certification', 'AWS Certification', 'Azure Certification', 'Coursera Certification', 'Data Scientist Certification', 'Udemy Certification', 'Tableau Certifications', 'Data Analyst Certifications']",0
Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,Thursday,Thursday,Morning,1762,4853,180,3.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'working at a startup', 'Data analyst at startup', 'data analyst fortune 500', 'startup vs big company', 'startup vs fortune 500 company', 'small vs big company', 'working at a small vs big company', 'working at a fortune 500 company']",0
Top 10 Coursera Courses for Data Analysts,Tuesday,Tuesday,Morning,633,115119,4899,68.0,3.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Coursera', 'Coursera Courses', 'Coursera Courses for Data Analysts', 'Coursera Courses for Data Scientists', 'Coursera courses for data analysis', 'Coursera courses for data science', 'Best Data analyst courses', 'Best data science courses', 'best online courses for data analysts', 'best online courses for data scientists', 'data analyst coursera', 'data scientist coursera', 'coursera for data science']",0
Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,Thursday,Thursday,Morning,1556,7610,373,5.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Imposter Syndrome', 'Imposter Syndrome in Tech', 'feeling like an imposter at work', 'Data Analyst Imposter Syndrome', 'Data Science Imposter Syndrome', 'Data Scientist Imposter Syndrome']",0
Data Analyst Expectations vs Reality,Tuesday,Tuesday,Morning,236,75974,2796,45.0,2.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Expectation vs reality', 'Expectation vs reality Data Analyst', 'Data Analyst reality', 'Data Analyst Expectations', 'Data Analyst expectation vs reality', 'Data Scientist expectation vs reality', 'Data Scientist reality', 'data analyst expectations vs reality', 'Data scientist expectations vs reality']",0
Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,Thursday,Thursday,Morning,1566,7378,254,5.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Covid', 'data analyst job market', 'data analyst covid', 'data analyst coronavirus', 'how covid affects tech', 'covid and the job market', 'job market for data analysts']",0
Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,Thursday,Thursday,Morning,1680,45859,1523,27.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'boot camp', 'data analyst boot camp', 'data analyst bootcamp', 'bootcamp vs degree', 'self taught vs boot camp', 'self taught data analyst', 'self taught vs degree', 'degree for data analyst', 'degrees for data analyst', 'should data analysts do bootcamps', 'best degree for data analyst', 'self taught vs boot camp vs degree', 'self taught vs bootcamp vs college']",0
Top 5 Reasons You'll Be a Good Data Analyst,Tuesday,Tuesday,Morning,224,14878,618,9.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', ""reason you'll be a good data analyst"", 'will I be a good data analyst', 'should I become a data analyst', 'should I be an analyst', 'reasons you should become an analyst', 'reasons you should become a data analyst', 'reasons I should become a data analyst', 'Reason to become an analyst', 'Reason to become a data analyst', 'is data analtyics for me', 'is data analytics right for me']",0
How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,Thursday,Thursday,Morning,2454,418276,12167,241.0,7.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Switching Careers to Become a Data Analyst', 'How I became a Data Analyst', 'Switch Careers to Data Analyst', 'How to Become Data Analyst from Different Job', 'Entry Level Data Analyst', 'Career Change to Data Analyst', 'how to switch careers to become a data analyst', 'changing careers to data analyst', 'data analyst career change', 'becoming a data analyst']",0
Top 5 Reasons Data Analytics is a Good Career Choice,Tuesday,Tuesday,Morning,173,44766,1315,26.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst career', 'Data Analytics career', 'Reason why data analytics is a good career choice', 'is data analyst a good career', 'is data analytics for me', 'is data analytics a good career', 'Data Analytics job', 'Reasons why data analyst is a good career', 'Data analyst is a good career', 'is being a data analyst a good career', 'is data analyst right for me', 'is data analyst a good job']",0
The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,Thursday,Thursday,Morning,1624,22305,707,13.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Hiring Process', 'Hiring Process from interviewers perspective', 'The complete Hiring process', 'what is the hiring process', 'Interviewer', 'Interviewing']",0
Top 5 Reasons Not to Lie on Your Resume,Tuesday,Tuesday,Morning,237,12528,211,8.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'lying on your resume', 'reasons to lie on a resume', 'reasons not to lie on a resume', 'reasons to lie on my resume', 'should I lie on my resume', 'Should I lie on a resume', 'Data Analyst jobs', 'Data Analyst resume', 'Resumes for Data Analysts', 'Lie on resume']",0
Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,Thursday,Thursday,Morning,522,131631,4651,75.0,3.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst career path', 'career path', 'data science career path', 'path to be come data analyst', 'path to become a data analyst', 'career path for data analyst', 'Data Analyst Project', 'Data Analyst Projects', 'Data Analyst Skills']",0
What Does a Data Analyst Actually Do?,Wednesday,Wednesday,Morning,258,1046811,20148,587.0,12.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'what does a data analyst do', 'what do data analysts actually do', 'what do data analysts do', 'what does a data analyst actually do', 'data analyst job description', 'data analyst skills', 'data analyst qualifications', 'data analyst salary', 'data analyst overview', 'What a data analyst does', 'Data Analyst Cleaning data', 'Data Analyst visualization']",0
Data Analyst Question and Answer | Answering Your YouTube Questions,Wednesday,Wednesday,Morning,349,4947,179,3.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst questions', 'Data Analyst coaching', 'Data Analyst q and a', 'Data Analyst Q&A', 'Data Analyst Question and Answer']",0
Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,Wednesday,Wednesday,Morning,402,55438,1390,31.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Twitterscraper', 'scraping data from websites using python', 'Web scraping python', 'Scraping data off twitter', 'Twitter python', 'Python project for data analysts', 'Web Scraping Python', 'Data Analyst web scraping', 'Data Analyst NLP', 'Web Scraping for data analysts', 'how to scrape data from twitter using python', 'how to scrape data from twitter', 'twitterscraper', 'twitterscraper python', 'twitterscraper tutorial', 'Data Analyst data visualization']",0
Data Analyst vs Business Analyst | Which Is Right For You?,Friday,Friday,Morning,280,792096,19867,438.0,11.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Job Description', 'Data Analyst Salary', 'Data Analyst skills', 'data analyst for freshers', 'business analyst job description', 'business analyst', 'business analyst salary', 'business analyst career', 'business analyst vs data analyst', 'data analyst vs business analyst', 'business analyst for beginners', 'business analyst qualifications']",0
Best Free Online Courses for Data Analysts,Tuesday,Tuesday,Morning,299,58084,2758,32.0,2.0,"['Data Analyst', 'Data Analytics', 'Data Analyst with no experience', 'Data Analyst Courses', 'Courses for data analysts', 'Best data analyst courses', 'best courses for data analysts', 'Data Science Courses', 'Courses for Data Scientists', 'Python courses for data analysts', 'SQL courses for data analysts', 'udemy courses for data analysts', 'best online courses for data analysts', 'free data analyst courses', 'best data analyst courses', 'best free data analyst courses', 'courses for data analysts']",0
Best Online Courses for Data Analysts,Wednesday,Wednesday,Morning,525,188341,9579,104.0,6.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data Analyst Courses', 'Courses for data analysts', 'Best data analyst courses', 'best courses for data analysts', 'Data Science Courses', 'Courses for Data Scientists', 'Python courses for data analysts', 'SQL courses for data analysts', 'udemy courses for data analysts', 'Coursera courses for data analysts', 'best online courses for data analysts']",0
Data Scientist vs Data Analyst | Which Is Right For You?,Wednesday,Wednesday,Morning,467,796466,24395,435.0,14.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Scientist', 'Data scientist vs data analyst', 'data analyst vs data scientist', 'data scientist job', 'data scientist salary', 'Data scientist job description', 'Data Analyst Job Description', 'Data Analyst Salary', 'Data Analyst skills', 'data scientist career', 'Data scientist or data analyst', 'data analyst or data scientist', 'data analyst for freshers', 'data scientist for freshers']",0
Data Analyst Q&A LIVE,Sunday,Sunday,Morning,3105,12047,271,7.0,1.0,"['Data Analyst', 'Data Analyst Q&A', 'Data Analyst questions', 'Data Analyst Questions and Answers', 'Data Analyst live', 'Data Analyst live interview', 'Data Analyst Interview', 'Data Analyst Covid', 'Data Analyst Internship', 'Data Analyst coronavirus', 'Data Analyst Job', 'Data analyst career', 'Data Analyst for beginners']",0
Data Analyst Interview Questions | What To Say vs What NOT To Say,Wednesday,Wednesday,Morning,469,78843,1879,43.0,2.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Interview', 'data analyst interview questions and answers', 'Data Analyst Interview Questions', 'Data Analyst interview Questions for freshies', 'Data Analyst Interview Questions for Beginners', 'Data Analyst Interview Questions for beginners', 'Data Analyst Phone interview', 'Data Analyst In person interview']",0
SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,Wednesday,Wednesday,Morning,482,135206,3446,73.0,2.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'SQL interview questions', 'SQL for data analysts', 'SQL technical questions', 'SQL technical interview questions', 'SQL interview questions and answers', 'SQL', 'SQL questions and answers', 'SQL Interview Questions', 'SQL questions for data analyst', 'SQL questions for data analysts', 'sql questions and answers for data analysts', 'SQL Interview', 'SQL Interview data analyst']",0
Data Analyst Interview Questions | Phone + In-Person Interview Questions,Wednesday,Wednesday,Morning,464,86370,1695,47.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Interview', 'data analyst interview questions and answers', 'Data Analyst Interview Questions', 'Data Analyst Interview Questions for Beginners', 'Data Analyst Interview Questions for beginners', 'Data Analyst Phone interview', 'Data Analyst In person interview', 'data analyst interview questions for freshers']",0
Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),Thursday,Thursday,Morning,415,15455,520,9.0,1.0,"['Day in the life', 'A Day in the Life', 'Day in the life of a data analyst', 'A Day in the life of a data analyst', 'What do data analysts do', 'Data analyst', 'Fortune 500 Data Analyst', 'What do data analysts do on a daily basis', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'Quarantine Edition', 'Data Analyst Quarantine', 'Quarantine', 'Working from Home', 'data analyst quarantine', 'Working from home data analyst', 'Data Analyst work life balance']",0
